,city,city_id,latitude,longitude,temperature,cloudiness,humidity,wind_speed
286,Kidal,2455290,18.4411,1.4078,102.11,0,4,12.48
287,Tari,2322495,12.4086,4.4914,102.54,31,19,7.7
288,Bulgan,2032201,48.8125,103.5347,27.21,100,88,4.09
289,Kumul,1529484,42.8,93.45,50.29,99,28,9.75
290,Ponta Delgada,3372783,37.7333,-25.6667,60.8,40,67,28.77
291,Poum,2138555,-20.2333,164.0167,78.01,38,81,6.44
292,Nantucket,4944903,41.2835,-70.0995,48.6,1,46,26.46
293,Ojinaga,3994469,29.5667,-104.4167,76.12,1,12,9.22
294,Westerland,2810284,54.9079,8.3033,46.18,40,76,17.27
295,Fortuna,5563839,40.5982,-124.1573,54.5,20,87,3.44
296,Lebu,3883457,-37.6167,-73.65,58.35,60,71,4.68
297,Ḩasanābād,7052836,36.5465,61.0543,75.2,0,11,5.01
298,Verkhnyaya Inta,1487332,65.9811,60.3094,37.67,97,94,12.8
299,Tegul'det,1489822,57.3064,88.1667,29.07,32,92,4.41
300,Rimouski,6354895,48.4488,-68.524,38.3,100,65,26.46
301,General Pico,3855075,-35.6566,-63.7568,65.89,100,85,2.95
302,Praia da Vitória,3372760,38.7333,-27.0667,61.92,40,67,34.45
303,Hobyo,57000,5.3505,48.5268,84.13,49,67,14.25
304,Omsukchan,2122493,62.5333,155.8,19.94,100,96,1.19
305,Batatais,3470324,-20.8911,-47.585,82.4,0,34,5.75
306,Sibolga,1213855,1.7427,98.7792,76.57,100,87,2.86
307,Verkh-Usugli,2013459,52.7,115.1667,25.84,86,30,4.09
308,Lethem,3379316,3.3803,-59.7968,91.13,81,47,10.85
309,Sakakah,102527,29.9697,40.2064,84.2,20,11,17.27
310,Zhezkazgan,1516589,47.8043,67.7144,44.67,71,29,17.54
311,Manavgat,304854,36.7867,31.4431,64.4,0,59,2.3
312,Avera,4231997,33.194,-82.5271,68.34,1,23,10.36
313,Guerrero Negro,4021858,27.9769,-114.0611,63.28,90,62,16.42
314,Puerto Carreño,3671519,6.189,-67.4859,98.4,21,32,4.41
315,Thinadhoo,1337610,0.5333,72.9333,83.19,52,67,8.21
316,Bandar,1215498,2.05,99.75,74.75,100,94,2.33
317,Bentiu,377472,9.2333,29.8333,89.49,63,39,10.63
318,Padang,1633419,-0.9492,100.3543,75.2,20,94,2.3
319,Kopāganj,1266164,26.0233,83.5658,87.44,18,17,4.09
320,Vikhorevka,2013399,56.1201,101.1636,30.2,84,24,2.24
321,Ellensburg,5793639,46.9965,-120.5479,53.89,1,47,3.44
322,Bilma,2446796,18.6853,12.9164,101.17,80,6,7.85
323,Vila Velha,3445026,-20.3297,-40.2925,81.19,20,65,12.66
324,Seminole,4172445,28.7086,-81.2081,77.13,20,50,8.05
325,Pangnirtung,6096551,66.1451,-65.7125,26.6,75,80,2.3
326,Mzimba,925498,-11.9,33.6,59.81,27,94,5.41
327,Coahuayana Viejo,4013679,18.7333,-103.6833,84.2,40,23,7.18
328,Hannibal,4389418,39.7084,-91.3585,50.31,90,62,9.22
329,Lyuban',625721,52.7985,28.0048,41.0,100,70,8.77
330,Dudinka,1507116,69.4058,86.1778,31.86,90,96,19.91
331,Fiumicino,3176923,41.7675,12.2291,62.35,40,63,5.75
332,Port Augusta,2063056,-32.5,137.7667,51.8,40,87,5.75
333,Nabire,1634614,-3.3667,135.4833,76.37,100,92,3.78
334,Synya,485215,65.3718,58.0387,39.63,94,90,6.6
335,Biak,1637001,-0.9131,122.8766,77.32,95,81,6.15
336,San Patricio,4726521,28.017,-97.5169,78.21,90,78,20.71
337,Poyarkovo,2017705,49.6,128.6833,36.18,62,39,8.05
338,Raudeberg,3146487,61.9875,5.1352,43.0,68,73,15.19
339,Tevriz,1489661,57.509,72.4042,38.61,83,60,6.46
340,Arman',2127060,59.7,150.1667,26.49,98,97,2.98
341,Bonavista,5905393,48.6499,-53.1147,46.4,46,46,17.27
342,San Policarpo,1688696,12.1791,125.5072,76.89,100,86,5.55
343,Port Hardy,6111862,50.6996,-127.4199,49.3,75,71,5.75
344,Srednekolymsk,2121025,67.45,153.6833,8.55,100,94,16.26
345,Dandong,2037886,40.1292,124.3947,54.14,100,77,2.77
346,Lafiagi,2332504,8.8667,5.4167,98.08,42,31,3.98
347,Curup,1645875,-3.4667,102.5333,66.52,91,98,1.03
348,Luena,3347719,-11.7833,19.9167,67.8,74,70,2.3
349,Hella,3230781,67.2,14.4333,37.44,20,60,12.66
350,Waingapu,1622318,-9.6567,120.2641,75.47,5,82,5.3
351,Faya,110690,18.3851,42.4509,65.3,40,55,4.61
352,Aquiraz,3407407,-3.9014,-38.3911,86.59,20,74,12.66
353,Semey,1519422,50.4111,80.2275,36.19,51,52,7.18
354,Hong Kong,1819729,22.2855,114.1577,76.08,6,83,1.01
355,Seoul,1835848,37.5683,126.9778,60.8,0,55,10.36
356,Verkhnyaya Balkariya,474743,43.1279,43.4573,58.55,75,54,4.47
357,Lakota,2285449,5.8528,-5.6883,87.98,100,55,5.01
358,Erenhot,2037485,43.6475,111.9767,55.24,18,41,23.67
359,Vasterhaninge,2664339,59.1167,18.1,45.39,0,27,17.27
360,Udachny,2014624,66.4167,112.4,28.69,100,88,12.84
361,Codrington,2171099,-38.2667,141.9667,53.82,100,83,8.61
362,Piteå,603570,65.3172,21.4794,33.8,90,93,14.97
363,Khorostkiv,706271,49.2111,25.9217,48.0,89,53,9.55
364,Paignton,2640681,50.4357,-3.5679,56.62,0,23,17.27
365,Boende,218680,-0.2167,20.8667,74.5,100,89,1.59
366,Dunedin,2191562,-45.8742,170.5036,52.0,51,88,3.0
367,Ossora,2122389,59.2353,163.0719,29.35,96,93,4.0
368,Bata,2310046,1.8639,9.7658,80.11,99,78,8.86
369,Saint-Augustin,6137462,51.226,-58.6502,37.15,100,64,17.09
370,Baruun-Urt,2032614,46.6806,113.2792,38.53,53,32,16.87
371,Nālūt,2214432,30.3333,10.85,77.85,23,30,26.75
372,Ust'-Karsk,2013942,52.7011,118.8077,29.97,42,34,2.84
373,Ushtobe,1517637,45.2514,77.9838,35.42,0,37,8.75
374,Bathsheba,3374083,13.2167,-59.5167,86.0,20,54,20.71
375,Vryburg,942511,-26.9566,24.7284,64.08,5,28,1.16
376,Severo-Yeniseyskiy,1492566,60.3725,93.0408,18.97,17,96,2.21
377,La Asuncion,3480908,11.0333,-63.8628,86.0,6,62,24.16
378,Rio Grande,3451138,-32.035,-52.0986,77.86,40,61,21.85
379,Ulladulla,2145554,-35.35,150.4667,51.8,16,66,11.5
380,San-Pédro,2282006,4.7485,-6.6363,85.75,80,71,12.66
381,Clocolan,1013266,-28.9137,27.5656,57.83,70,31,5.93
382,Arcos de la Frontera,2521665,36.7508,-5.8106,68.95,0,53,13.8
383,Marrakesh,2542997,31.6315,-8.0083,82.4,20,34,9.22
384,Tiksi,2015306,71.6872,128.8694,-0.63,62,100,5.99
385,Luan,2659977,46.3592,6.9759,58.87,20,34,17.27
386,Meulaboh,1214488,4.1363,96.1285,77.74,100,85,2.66
387,Ous,1495812,60.9058,61.5186,41.63,84,92,5.03
388,Calvinia,3369174,-31.4707,19.776,71.2,0,28,6.4
389,Souris,6151456,49.6172,-100.2612,32.5,75,34,13.8
390,Egvekinot,4031742,66.3167,-179.1667,18.57,100,63,5.7
391,Saint-Leu,6690297,-21.15,55.2833,71.94,90,78,18.41
392,Gondanglegi,1640660,-7.7479,112.0132,73.51,48,84,5.82
393,Motygino,1498314,58.1831,94.7592,27.95,70,93,3.49
394,Asău,686090,46.4333,26.4,42.01,83,65,1.79
395,Aklavik,5882953,68.2191,-135.0107,26.6,20,63,4.61
396,Hermosillo,4004898,29.0667,-110.9667,75.06,1,33,4.61
397,Kisangani,212730,0.5167,25.2,70.81,100,95,2.08
398,Quatre Cocos,1106643,-20.2078,57.7625,78.91,40,83,9.22
399,Gornopravdinsk,1506268,60.05,69.9,44.69,100,79,7.92
400,Mergen,2035601,49.1833,125.2167,36.57,48,35,6.4
401,Terre Haute,4265737,39.4667,-87.4139,56.48,90,47,9.22
402,Khatanga,2022572,71.9667,102.5,34.03,100,92,21.03
403,Brenham,4676206,30.1669,-96.3977,73.2,90,88,11.5
404,Mayumba,2399001,-3.432,10.6554,80.02,77,79,6.22
405,Rincon,4218882,32.296,-81.2354,69.89,40,26,13.8
406,Sabaudia,3168764,41.3003,13.0282,60.96,47,66,10.8
407,Sladkovo,1491719,55.5284,70.3385,40.98,99,47,10.51
408,Kiryat Gat,293842,31.61,34.7642,66.85,7,100,10.65
409,Massakory,2428228,12.996,15.7293,101.79,99,9,5.84
410,Nuevitas,3545841,21.5453,-77.2644,91.4,40,40,14.97
411,San Quintín,3984997,30.4833,-115.95,61.14,48,70,15.46
412,La Primavera,3678000,5.4906,-70.4092,96.12,36,36,9.08
413,Santiago,3871336,-33.4569,-70.6483,59.23,90,87,4.76
414,Marsh Harbour,3571913,26.5412,-77.0636,72.86,98,70,17.65
415,Marzuq,72181,14.4,46.4667,73.99,0,54,8.25
416,Forsytheganj,10722858,52.6333,29.7333,41.32,97,71,6.2
417,Casas Grandes,4015076,30.3667,-107.95,64.0,0,13,8.01
418,Kualakapuas,1639304,-3.0091,114.3876,75.2,91,94,1.14
419,Mocuba,1024312,-16.8392,36.9856,69.12,21,91,4.36
420,Maun,933366,-19.9833,23.4167,73.4,0,46,4.61
421,São Borja,3449340,-28.6606,-56.0044,85.23,2,35,10.25
422,Presidencia Roque Sáenz Peña,3840300,-26.7852,-60.4388,73.9,78,77,8.48
423,Ouango,236844,4.3133,22.5552,71.91,99,94,2.8
424,Treinta y Tres,3439781,-33.2333,-54.3833,75.72,8,53,10.56
425,Young,3439525,-32.6833,-57.6333,81.0,18,56,3.0
426,Whitehorse,6180550,60.7161,-135.0538,34.68,1,51,6.91
427,Alice Springs,2077895,-23.7,133.8833,48.2,0,66,5.75
428,São João da Barra,3448903,-21.6403,-41.0511,84.2,0,48,3.91
429,El Salvador,3585968,13.8333,-88.9167,85.53,20,52,4.61
430,Cervo,3125287,43.6702,-7.4101,62.01,100,80,5.77
431,Murgab,1218612,37.4966,61.9714,69.8,40,35,4.61
432,Nelson Bay,2155562,-32.7167,152.15,49.77,23,100,6.91
433,Fukuechō,1863997,32.6881,128.8419,64.83,24,77,11.83
434,Taboão da Serra,3447186,-23.6261,-46.7917,73.15,0,53,4.61
435,Rawson,3839307,-43.3002,-65.1023,63.79,10,54,20.27
436,Sobolevo,525426,54.4299,31.8996,40.55,88,68,5.77
437,Kailua,5847486,21.4022,-157.7394,73.76,40,69,12.66
438,Itoman,1861280,26.1247,127.6694,69.55,75,83,16.11
439,Belaya Gora,2126785,68.5333,146.4167,-8.41,73,100,2.75
440,Abéché,245785,13.8292,20.8324,96.24,48,10,9.84
441,Campbell River,5914132,50.0163,-125.2446,53.24,75,71,5.75
442,Tautira,4033557,-17.7333,-149.15,77.0,40,83,1.14
443,Hualmay,3939761,-11.0964,-77.6139,71.87,26,74,10.36
444,Walvis Bay,3359638,-22.9575,14.5053,72.88,32,29,18.41
445,Sungurlare,726629,42.7667,26.7833,60.8,75,67,4.61
446,Sandwick,2638534,60.0,-1.25,50.0,20,62,6.91
447,Sokyryany,693284,48.4475,27.4168,46.42,85,56,11.12
448,Kieta,2094027,-6.2167,155.6333,76.8,98,87,1.68
449,Florianópolis,6323121,-27.6146,-48.5012,75.11,75,69,8.05
450,Anadyr,2127202,64.75,177.4833,8.28,0,85,6.71
451,Arkhipo-Osipovka,580969,44.37,38.52,51.3,100,77,3.71
452,Paamiut,3421193,61.994,-49.6678,34.65,1,74,3.8
453,Coyhaique,3894426,-45.5752,-72.0662,51.8,75,58,5.75
454,Malakal,370737,9.5334,31.6605,94.59,87,33,8.93
455,Baykit,1510689,61.67,96.37,21.94,23,97,2.77
456,Kloulklubed,7671223,7.0419,134.2556,75.2,75,94,5.82
457,San Jose,5392171,37.3394,-121.895,59.27,20,58,9.22
458,Nyurba,2018735,63.2842,118.3319,25.86,100,95,5.17
459,Mikhaylovskoye,1498775,51.8239,79.7172,35.31,69,53,7.07
460,Vardø,777019,70.3705,31.1107,35.6,75,64,9.22
461,Moses Lake,5803990,47.1301,-119.2781,58.24,1,21,3.44
462,Corn Island,3620266,12.1694,-83.0418,80.91,12,73,13.27
463,Bedēsa,342559,8.9,40.7833,65.28,89,79,4.38
464,Guiyang,1809461,26.5833,106.7167,73.4,90,73,8.95
465,Arica,3899361,-18.475,-70.3042,73.4,0,53,11.5
466,Yatou,1786855,37.15,122.3833,51.58,100,87,14.16
467,Inta,1505579,66.0317,60.1659,37.54,97,94,12.88
468,Chālūs,139223,36.655,51.4204,60.8,90,82,4.61
469,Riverton,5780557,40.5219,-111.9391,57.04,75,41,16.11
470,Walla Walla,5814916,46.0646,-118.343,58.12,1,47,9.22
471,Nelspruit,971534,-25.4745,30.9703,57.2,40,94,1.14
472,Zyryanka,2119283,65.75,150.85,12.6,100,93,20.51
473,Sioux Lookout,6148373,50.1001,-91.917,33.8,90,69,9.22
474,Knysna,988698,-34.0363,23.0471,59.0,90,94,5.75
475,Kulhudhuffushi,1337613,6.6221,73.07,83.84,28,71,6.93
476,Atambua,1651103,-9.1061,124.8925,71.55,25,87,4.56
477,Souillac,933995,-20.5167,57.5167,78.8,40,83,9.22
478,Atar,2381334,20.5169,-13.0499,98.69,0,4,9.51
479,Moerai,4034188,-22.4333,-151.3333,77.07,55,67,14.94
480,Acarí,3948613,-15.4311,-74.6158,77.86,54,62,10.07
481,Chumikan,2025256,54.7183,135.315,23.54,7,77,7.49
482,Vallenar,3868633,-28.5708,-70.7581,68.2,7,49,5.01
483,Zhangjiakou,2033196,40.81,114.8794,54.75,87,70,4.61
484,Ban Tak,1154677,17.0432,99.0813,81.52,57,75,5.86
485,Natal,3394023,-5.795,-35.2094,87.8,20,62,12.66
486,Basco,1726449,20.4487,121.9702,76.46,4,83,11.74
487,Suntar,2015913,62.1444,117.6319,31.32,100,92,10.33
488,Te Anau,2181625,-45.4167,167.7167,44.1,27,93,2.17
489,Tual,1623197,-5.6667,132.75,84.61,84,72,13.22
490,Dabakala,2290609,8.3667,-4.4333,97.52,39,30,1.41
491,Mangan,1263776,27.5167,88.5333,67.1,60,53,6.06
492,Florø,3156980,61.5996,5.0328,41.0,40,65,13.8
493,Stubbekøbing,2612192,54.8887,12.041,51.08,13,48,8.99
494,Riyadh,108410,24.6877,46.7219,91.87,0,12,4.61
495,Xunchang,1787901,28.4543,104.715,68.79,100,91,1.16
496,Belmonte,3470137,-15.8631,-38.8828,82.4,20,69,10.36
497,Markala,2453662,13.7021,-6.0659,105.21,71,13,0.63
498,Tura,1254046,25.5198,90.2201,76.03,41,31,4.29
499,Port Macquarie,2152659,-31.4333,152.9167,48.54,2,87,1.99
500,Ondjiva,3346821,-17.0667,15.7333,78.66,34,26,3.76
501,Port Hedland,2063042,-20.3167,118.5667,68.0,0,60,8.05
502,North Bend,5742974,43.4065,-124.2243,51.57,75,71,1.23
503,Sabha,2212775,27.0377,14.4283,98.51,40,7,3.74
504,Todos Santos,3981432,23.45,-110.2167,80.29,45,22,1.99
505,Huallanca,3695465,-9.8993,-76.9417,55.42,79,59,0.74
506,Narasannapeta,1261853,18.4167,84.05,82.38,98,75,5.44
507,Tilichiki,2120591,60.4667,166.1,9.57,67,94,6.64
508,Leer,371466,8.3018,30.1418,80.82,100,55,3.36
509,Itarema,3393692,-2.9248,-39.9167,84.79,30,68,11.52
510,Ahome,4019098,25.9167,-109.1833,80.1,1,29,2.75
511,Plouzané,2986626,48.3833,-4.6167,70.43,0,33,12.66
512,Saldanha,3361934,-33.0117,17.9442,62.6,48,67,6.91
513,Mopti,2453347,14.6667,-4.0,106.11,49,12,3.02
514,Deniliquin,2169068,-35.5333,144.9667,52.0,60,77,3.78
515,Beāwar,1276634,26.1,74.3167,87.06,7,23,14.27
516,Rabaul,2087894,-4.1967,152.1721,77.49,100,86,6.13
517,Moose Factory,6078372,51.2585,-80.6094,51.8,1,40,2.3
518,Mmathubudukwane,933347,-24.6,26.4333,66.2,0,39,5.75
519,Saint-François,2980080,46.4154,3.9054,66.65,0,28,9.22
520,Odienné,2283016,9.51,-7.5692,95.92,80,28,3.47
521,Xishan,1803616,27.6667,113.5,69.8,6,94,8.95
522,Ugoofaaru,1337619,5.6667,73.0,84.04,28,71,7.94
523,Simpang,1627035,-1.2667,104.0833,74.41,55,95,1.99
524,Pavlivka,697841,49.4414,28.4596,46.2,84,49,11.18
525,La Ronge,6050066,55.1001,-105.2842,26.6,71,43,12.66
526,São Félix do Xingu,3388847,-6.6447,-51.995,82.69,73,79,1.81
527,Muscle Shoals,4078964,34.7448,-87.6675,65.26,75,34,11.5
528,Pangody,1495626,65.85,74.4859,34.5,100,99,14.43
529,Bose,6457397,45.4612,8.0137,66.63,0,34,4.61
530,Brae,2654970,60.3964,-1.353,50.0,20,62,6.91
531,Flin Flon,5954718,54.7682,-101.865,28.4,75,46,10.36
532,Usogorsk,478297,63.4106,48.6872,47.97,78,70,5.97
533,Ati,2436400,13.2154,18.3353,99.16,83,10,7.94
534,Bridgewater,5908723,44.3835,-64.5155,45.3,100,53,28.77
535,Norsup,2135517,-16.0667,167.3833,80.69,96,81,7.9
536,Alghero,3183284,40.5589,8.3181,63.23,0,48,17.27
537,Laurel,4360369,39.0993,-76.8483,59.49,1,31,10.36
538,Petropavlovsk-Kamchatskiy,2122104,53.0452,158.6483,33.8,20,100,2.24
539,Desaguadero,3941492,-16.5656,-69.0417,54.39,38,46,12.48
540,Kathu,1153035,7.9178,98.3332,83.66,20,100,12.75
541,Burnie,2173125,-41.0667,145.9167,46.99,66,92,1.01
542,Staraya Russa,489088,57.9944,31.3608,42.4,57,63,8.32
543,Montepuez,1037125,-13.1256,38.9997,71.78,73,79,5.84
544,Tazovsky,1489853,67.4667,78.7,33.24,100,98,16.82
545,Fatehpur,1271912,25.9333,80.8,90.95,76,14,4.25
546,Hambantota,1244926,6.1241,81.1185,80.67,48,80,10.94
547,Narganá,3703946,9.4428,-78.5906,82.49,87,76,11.83
548,Bongandanga,218229,1.5,21.05,71.83,100,94,5.3
549,Noumea,2139521,-22.2763,166.4572,74.3,75,100,4.61
550,Visnes,3131500,59.3556,5.2242,44.6,0,53,24.16
551,San Rafael,3836669,-34.6177,-68.3301,68.07,8,46,7.52
552,Sabinópolis,3450806,-18.6661,-43.0839,83.07,8,39,1.23
553,Granger,4920869,41.7481,-86.1257,58.24,1,33,11.5
554,Jieshi,1805857,22.8134,115.8257,72.61,27,87,11.14
555,Bonthe,2409914,7.5264,-12.505,82.74,100,74,5.12
556,Medina,109223,24.4686,39.6142,95.0,40,10,12.66
557,Naples,3172394,40.8333,14.25,61.38,20,55,11.5
558,Duvan,564022,55.695,57.9024,45.63,100,81,4.76
559,Murree,1169684,33.9073,73.393,68.0,1,60,1.99
560,Philadelphia,4560349,39.9523,-75.1638,58.06,20,28,19.57
561,Nara,1855612,34.6851,135.8049,56.89,100,62,3.44
562,Constitución,3893726,-35.3333,-72.4167,62.82,37,60,4.47
563,Saint-Joseph,6690296,-21.3667,55.6167,72.0,90,78,18.41
564,Naze,1855540,28.3667,129.4833,65.16,100,67,28.63
565,Tambacounda,2244991,13.7539,-13.7586,107.6,0,8,4.61
566,La Cruz,4002745,23.9167,-106.9,84.0,32,43,5.01
567,Mossamedes,3347019,-15.1961,12.1522,80.98,2,73,10.42
568,Marystown,6067472,47.1666,-55.1483,41.41,70,61,22.03
569,Manzhouli,2035836,49.6,117.4333,37.71,93,21,6.55
570,Galveston,4692856,29.3669,-94.9669,74.97,90,83,16.11
571,Naantali,645211,60.4674,22.0243,34.52,90,86,13.8
572,Raja,368246,8.4596,25.678,92.05,76,21,3.22
